tweet_id,text,airline_sentiment,airline,text_len,clean_text,clean_text_no_hashtag_emoji,challenge_types,has_challenge
569078309033803776,"@SouthwestAir app error - says click here, can't click not hyperlinked http://t.co/IH5w9nfKz2",negative,Southwest,93,"<USER> app error - says click here, can't click not hyperlinked <URL>","<USER> app error - says click here, can't click not hyperlinked <URL>",['negation'],True
569918466821459968,"@united Hopefully my baggage fees will be waived tomorrow when I actually get on a flight, as well as compensation for my hotel room",negative,United,132,"<USER> Hopefully my baggage fees will be waived tomorrow when I actually get on a flight, as well as compensation for my hotel room","<USER> Hopefully my baggage fees will be waived tomorrow when I actually get on a flight, as well as compensation for my hotel room",['domain'],True
569623156337586177,"@USAirways please help! No bags, no way to get through to customer service since 8AM this morning! Help!!",negative,US Airways,105,"<USER> please help! No bags, no way to get through to customer service since 8AM this morning! Help!!","<USER> please help! No bags, no way to get through to customer service since 8AM this morning! Help!!",['negation'],True
567838174816395264,@SouthwestAir Not your finest moment in Boston right now!,negative,Southwest,57,<USER> Not your finest moment in Boston right now!,<USER> Not your finest moment in Boston right now!,['negation'],True
568624487031132162,@united Cancelled Flightled my flight for some unknown reason and haven't really given me anything to make my overnight layover tolerable,negative,United,137,<USER> Cancelled Flightled my flight for some unknown reason and haven't really given me anything to make my overnight layover tolerable,<USER> Cancelled Flightled my flight for some unknown reason and haven't really given me anything to make my overnight layover tolerable,['domain'],True
569897733466628097,@AmericanAir why are there only 2 agents at domestic check in at MIA?! WTF? Huge lines and many people with Cancelled Flightled flights.,negative,American,136,<USER> why are there only 2 agents at domestic check in at MIA?! WTF? Huge lines and many people with Cancelled Flightled flights.,<USER> why are there only 2 agents at domestic check in at MIA?! WTF? Huge lines and many people with Cancelled Flightled flights.,"['slang', 'domain']",True
569541291467522048,@USAirways why now just announce delay of 4478 from PVD when you knew captain was already on delayed flight coming in? Frustrating,negative,US Airways,130,<USER> why now just announce delay of 4478 from PVD when you knew captain was already on delayed flight coming in? Frustrating,<USER> why now just announce delay of 4478 from PVD when you knew captain was already on delayed flight coming in? Frustrating,['domain'],True
569564610837086209,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",negative,Virgin America,149,"<USER> our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)","<USER> our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)","['elongation', 'domain']",True
569589493138731009,"@united - well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!!",negative,United,107,"<USER> - well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!!","<USER> - well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!!",['domain'],True
568920810947272704,.@JetBlue i'm sorry.  Boarding chaos is underway.  Please query again post scrum.,negative,Delta,81,.<USER> i'm sorry. Boarding chaos is underway. Please query again post scrum.,.<USER> i'm sorry. Boarding chaos is underway. Please query again post scrum.,['domain'],True
568182544124014592,@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail,negative,Delta,139,<USER> I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail,<USER> I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag.,['hashtag'],True
569619569372823552,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,negative,Virgin America,133,<USER> why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,<USER> why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety!,"['hashtag', 'domain']",True
570268160202567680,"@SouthwestAir was on flight 2373 from CHI-BUF last night, almost 2 hour delay cuz someone got on the plane without a pass - sounds safe. 1/2",negative,Southwest,140,"<USER> was on flight 2373 from CHI-BUF last night, almost 2 hour delay cuz someone got on the plane without a pass - sounds safe. 1/2","<USER> was on flight 2373 from CHI-BUF last night, almost 2 hour delay cuz someone got on the plane without a pass - sounds safe. 1/2",['domain'],True
569618659917893632,"@AmericanAir two hours Late Flightr and still waiting for a callback. Need to reschedule flight 1027, hopefully to the Late Flightr one tomo not Cancelled Flighted",negative,American,163,"<USER> two hours Late Flightr and still waiting for a callback. Need to reschedule flight 1027, hopefully to the Late Flightr one tomo not Cancelled Flighted","<USER> two hours Late Flightr and still waiting for a callback. Need to reschedule flight 1027, hopefully to the Late Flightr one tomo not Cancelled Flighted","['negation', 'domain']",True
570289521113366531,@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. 😡😡😡😡😤😤😤,negative,Southwest,136,<USER> oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. 😡😡😡😡😤😤😤,<USER> oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned.,"['emoji-heavy', 'elongation', 'domain']",True
569642078990258176,@united what is this subtlety gate changes? Are you kidding with me?,negative,United,68,<USER> what is this subtlety gate changes? Are you kidding with me?,<USER> what is this subtlety gate changes? Are you kidding with me?,['domain'],True
569972250385862656,@USAirways only happened because u couldn't get us home the next day. #flydelta #flysouthwest #flyjetblue #theyareallbetter #stillnobags,negative,US Airways,136,<USER> only happened because u couldn't get us home the next day. #flydelta #flysouthwest #flyjetblue #theyareallbetter #stillnobags,<USER> only happened because u couldn't get us home the next day.,"['hashtag', 'slang']",True
569616554922418177,@AmericanAir there was also not one single person at the counter answering questions for our plane full of confused people. No staff at all.,negative,American,140,<USER> there was also not one single person at the counter answering questions for our plane full of confused people. No staff at all.,<USER> there was also not one single person at the counter answering questions for our plane full of confused people. No staff at all.,['negation'],True
569007890029129728,@USAirways I was eventually given a flight to Memphis but only after I was taken off my original flight bc I was checked in as my father,negative,US Airways,136,<USER> I was eventually given a flight to Memphis but only after I was taken off my original flight bc I was checked in as my father,<USER> I was eventually given a flight to Memphis but only after I was taken off my original flight bc I was checked in as my father,['domain'],True
569587705937600512,"@AmericanAir my flight was Cancelled Flightled, leaving tomorrow morning. Auto rebooked for a Tuesday night flight but need to arrive Monday.",negative,American,141,"<USER> my flight was Cancelled Flightled, leaving tomorrow morning. Auto rebooked for a Tuesday night flight but need to arrive Monday.","<USER> my flight was Cancelled Flightled, leaving tomorrow morning. Auto rebooked for a Tuesday night flight but need to arrive Monday.",['domain'],True
569619861879590912,"@USAirways 24 hrs Late Flightr still not home. Hotel, rental car etc with a 5 yr old, what happened to ""customer service is our first priority""",negative,US Airways,143,"<USER> 24 hrs Late Flightr still not home. Hotel, rental car etc with a 5 yr old, what happened to ""customer service is our first priority""","<USER> 24 hrs Late Flightr still not home. Hotel, rental car etc with a 5 yr old, what happened to ""customer service is our first priority""","['negation', 'domain']",True
568561041774231553,"@united What happened this afternoon? Huge amt of incoming planes to SFO delayed over 1-2 hours.
Frustrating!",negative,United,109,<USER> What happened this afternoon? Huge amt of incoming planes to SFO delayed over 1-2 hours. Frustrating!,<USER> What happened this afternoon? Huge amt of incoming planes to SFO delayed over 1-2 hours. Frustrating!,['domain'],True
569854370726064132,"@USAirways. On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful! @AmericanAir they're weighing you down.",negative,US Airways,153,"<USER>. On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful! <USER> they're weighing you down.","<USER>. On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful! <USER> they're weighing you down.","['negation', 'domain']",True
568487509958774784,"@united MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc",negative,United,124,"<USER> MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please <URL>","<USER> MR, she's on her way now, but thought id detail the extravaganza for you... <URL>","['hashtag', 'elongation']",True
569849517077622786,@united funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool,negative,United,127,<USER> funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool,<USER> funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight.,"['hashtag', 'domain']",True
568825463918833664,@united I have those notifications yet the staff on board say that is not accurate and they have no departure time.,negative,United,115,<USER> I have those notifications yet the staff on board say that is not accurate and they have no departure time.,<USER> I have those notifications yet the staff on board say that is not accurate and they have no departure time.,['negation'],True
568157049344937984,@united I had to change airports to actually get a flight out when my flight from FAY was Cancelled Flightled twice. $180 taxi ride to RDU--reimburse?,negative,United,150,<USER> I had to change airports to actually get a flight out when my flight from FAY was Cancelled Flightled twice. $180 taxi ride to RDU--reimburse?,<USER> I had to change airports to actually get a flight out when my flight from FAY was Cancelled Flightled twice. $180 taxi ride to RDU--reimburse?,['domain'],True
568638903097421824,@USAirways offloading the plane?!?!?! This is ridiculous!!!!,negative,US Airways,60,<USER> offloading the plane?!?!?! This is ridiculous!!!!,<USER> offloading the plane?!?!?! This is ridiculous!!!!,['elongation'],True
570226080457449472,@AmericanAir watch out if you are a parent...they break stroller &amp; tell you look at the fine print,negative,American,102,<USER> watch out if you are a parent...they break stroller &amp; tell you look at the fine print,<USER> watch out if you are a parent...they break stroller &amp; tell you look at the fine print,['elongation'],True
569976426163777536,@united you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....,negative,United,144,<USER> you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....,<USER> you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....,['elongation'],True
568241989453393920,@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled,negative,US Airways,148,<USER> My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled,<USER> My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled,['domain'],True
569493046557069313,@jetblue fly 2301 delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free,negative,Delta,93,<USER> fly 2301 delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free,<USER> fly 2301 delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free,"['elongation', 'domain']",True
568517565548339200,"@VirginAmerica
wjere is our luggage #so slow at lax",negative,Virgin America,51,<USER> wjere is our luggage #so slow at lax,<USER> wjere is our luggage slow at lax,"['hashtag', 'domain']",True
569961410161192960,@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,negative,United,133,<USER> booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,<USER> booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,['domain'],True
569661852235509762,@AmericanAir I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us,negative,American,139,<USER> I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us,<USER> I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us,['negation'],True
569691144897953793,@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.,negative,Southwest,147,<USER> A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.,<USER> A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.,['domain'],True
568616966191226880,@united I'm over you. Evry 1st flight I take w/ you is delayed &amp; evry 2nd is on time so its missed evry time. #lastflightofthenight #breakup,negative,United,144,<USER> I'm over you. Evry 1st flight I take w/ you is delayed &amp; evry 2nd is on time so its missed evry time. #lastflightofthenight #breakup,<USER> I'm over you. Evry 1st flight I take w/ you is delayed &amp; evry 2nd is on time so its missed evry time.,"['hashtag', 'domain']",True
569817051482726400,"@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help",negative,US Airways,131,"<USER> so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help","<USER> so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help",['domain'],True
569207235953307648,"@SouthwestAir, been on hold for an over an hour now - when can we expect some customer service? #disappointed",negative,Southwest,109,"<USER>, been on hold for an over an hour now - when can we expect some customer service? #disappointed","<USER>, been on hold for an over an hour now - when can we expect some customer service?",['hashtag'],True
569620910019182592,"@JetBlue you've let me down. 2:15 delay at JFK because of inbound flight from Syracuse, really? #ishouldhavedriven",negative,Delta,114,"<USER> you've let me down. 2:15 delay at JFK because of inbound flight from Syracuse, really? #ishouldhavedriven","<USER> you've let me down. 2:15 delay at JFK because of inbound flight from Syracuse, really?","['hashtag', 'domain']",True
567773176031145984,@JetBlue I'll give u a chance but I don't think I'll fall for it #backtodelta,negative,Delta,77,<USER> I'll give u a chance but I don't think I'll fall for it #backtodelta,<USER> I'll give u a chance but I don't think I'll fall for it,"['hashtag', 'slang']",True
568801885567606784,@united no wifi on #ua688 #SF to #Chicago? 2015. That's all. Ps: This tech intro video is a joke. #EpicFail,negative,United,107,<USER> no wifi on #ua688 #SF to #Chicago? 2015. That's all. Ps: This tech intro video is a joke. #EpicFail,<USER> no wifi on to ? 2015. That's all. Ps: This tech intro video is a joke.,"['negation', 'hashtag']",True
569680231012773888,@AmericanAir  800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans.,negative,American,114,<USER> 800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans.,<USER> 800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans.,['negation'],True
570250617379168256,@AmericanAir and it's not a inconvenience it is a disaster. It's A $500 phone bill from you that you refuse to pay,negative,American,114,<USER> and it's not a inconvenience it is a disaster. It's A $500 phone bill from you that you refuse to pay,<USER> and it's not a inconvenience it is a disaster. It's A $500 phone bill from you that you refuse to pay,['negation'],True
569587188687634433,"@AmericanAir you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??",negative,American,135,"<USER> you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??","<USER> you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??",['domain'],True
569748937545883648,@AmericanAir thanks for your apology but it's a bit Late Flight. Cancelled Flighting a flight more than 24 hrs in advance due to weather is ridiculous. We,negative,American,154,<USER> thanks for your apology but it's a bit Late Flight. Cancelled Flighting a flight more than 24 hrs in advance due to weather is ridiculous. We,<USER> thanks for your apology but it's a bit Late Flight. Cancelled Flighting a flight more than 24 hrs in advance due to weather is ridiculous. We,['domain'],True
568861309384728577,"@JetBlue No, it is one I'm trying to make, but it is probably too Late Flight. I did not see an email that I could call. Pittsburgh International.",negative,Delta,146,"<USER> No, it is one I'm trying to make, but it is probably too Late Flight. I did not see an email that I could call. Pittsburgh International.","<USER> No, it is one I'm trying to make, but it is probably too Late Flight. I did not see an email that I could call. Pittsburgh International.","['negation', 'domain']",True
568856823048089600,@SouthwestAir I have a question re: your ATL companion pass offer. I know I need 3 revenue flight roundtrips. What's a revenue flight? thnx,neutral,Southwest,139,<USER> I have a question re: your ATL companion pass offer. I know I need 3 revenue flight roundtrips. What's a revenue flight? thnx,<USER> I have a question re: your ATL companion pass offer. I know I need 3 revenue flight roundtrips. What's a revenue flight? thnx,['domain'],True
567829689600892928,@SouthwestAir how are flights looking for tomorrow morning from #Nashville (BNA) to Fort Lauderdale (FLL) ?!,neutral,Southwest,108,<USER> how are flights looking for tomorrow morning from #Nashville (BNA) to Fort Lauderdale (FLL) ?!,<USER> how are flights looking for tomorrow morning from (BNA) to Fort Lauderdale (FLL) ?!,"['hashtag', 'domain']",True
568088472772157440,@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek,neutral,Virgin America,104,<USER> to start 5xweekly #A319 flights from to #Dallas <USER> #Austin on 28APR #avgeek,<USER> to start 5xweekly flights from to <USER> on 28APR,"['hashtag', 'domain']",True
568970344154836993,@JetBlue flight 1183 to Orlando.,neutral,Delta,32,<USER> flight 1183 to Orlando.,<USER> flight 1183 to Orlando.,['domain'],True
568785867743105024,@JetBlue I hope so. The plane does appear to be leaving a nearby terminal for our gate.,neutral,Delta,87,<USER> I hope so. The plane does appear to be leaving a nearby terminal for our gate.,<USER> I hope so. The plane does appear to be leaving a nearby terminal for our gate.,['domain'],True
569939932191559680,@JetBlue lol the fleet on fleek... i see yall ballin... new jets on deck..,neutral,Delta,74,<USER> lol the fleet on fleek... i see yall ballin... new jets on deck..,<USER> lol the fleet on fleek... i see yall ballin... new jets on deck..,"['elongation', 'slang']",True
569364890307190784,@united if I was rebooked do I have to pick up my luggage?,neutral,United,58,<USER> if I was rebooked do I have to pick up my luggage?,<USER> if I was rebooked do I have to pick up my luggage?,['domain'],True
570048528602374144,@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,neutral,United,110,<USER> My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,<USER> My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,['domain'],True
568656758027063296,@united hello. I got off a flight a few months ago and constantly think about your peanuts. Is there anyway you could send me some?,neutral,United,131,<USER> hello. I got off a flight a few months ago and constantly think about your peanuts. Is there anyway you could send me some?,<USER> hello. I got off a flight a few months ago and constantly think about your peanuts. Is there anyway you could send me some?,['domain'],True
570305051819941889,"@AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.",neutral,American,112,"<USER> my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.","<USER> my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.",['domain'],True
570178443167571968,Lol great answer.. “@AmericanAir: @JayFranceschi Our agents are checking in passengers as quickly as possible. We appreciate your patience.”,neutral,American,140,Lol great answer.. “<USER>: <USER> Our agents are checking in passengers as quickly as possible. We appreciate your patience.”,Lol great answer.. “<USER>: <USER> Our agents are checking in passengers as quickly as possible. We appreciate your patience.”,"['slang', 'domain']",True
569186177238110208,@SouthwestAir it's never too Late Flight to do the right thing,neutral,Southwest,62,<USER> it's never too Late Flight to do the right thing,<USER> it's never too Late Flight to do the right thing,"['negation', 'domain']",True
567741700597366784,@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards,neutral,United,122,<USER> Is Changing Its #MileagePlus Program: Winners and Losers <URL> #airline #travel #loyalty #rewards,<USER> Is Changing Its Program: Winners and Losers <URL>,['hashtag'],True
567811407309185024,@SouthwestAir On flight 771 tomorrow (Wed 2/18) DEN-BNA. Will we be delayed or Cancelled Flightled?,neutral,Southwest,99,<USER> On flight 771 tomorrow (Wed 2/18) DEN-BNA. Will we be delayed or Cancelled Flightled?,<USER> On flight 771 tomorrow (Wed 2/18) DEN-BNA. Will we be delayed or Cancelled Flightled?,['domain'],True
569960497312768000,“@JetBlue: Our fleet's on fleek. http://t.co/FVYzjLDTON” 🚶🚶🚶🚶,neutral,Delta,61,“<USER>: Our fleet's on fleek. <URL> 🚶🚶🚶🚶,“<USER>: Our fleet's on fleek. <URL>,"['emoji-heavy', 'elongation']",True
568672781979619328,"@jetblue Havana, Cuba - To share my love of photography and leave pictures behind, as well as to deliver much-needed items. #flyingitforward",neutral,Delta,140,"<USER> Havana, Cuba - To share my love of photography and leave pictures behind, as well as to deliver much-needed items. #flyingitforward","<USER> Havana, Cuba - To share my love of photography and leave pictures behind, as well as to deliver much-needed items.",['hashtag'],True
567921252901367808,@SouthwestAir What are your services? What promotion you have at the moment? #ModeloDeNegocio #innovation #innovacion #BusinessModel,neutral,Southwest,132,<USER> What are your services? What promotion you have at the moment? #ModeloDeNegocio #innovation #innovacion #BusinessModel,<USER> What are your services? What promotion you have at the moment?,['hashtag'],True
569221517298368512,"@united I'm aware, I fly a lot :) Just sad I had to change my shoes (boots), ha! #HappyFlight",neutral,United,93,"<USER> I'm aware, I fly a lot :) Just sad I had to change my shoes (boots), ha! #HappyFlight","<USER> I'm aware, I fly a lot :) Just sad I had to change my shoes (boots), ha!","['hashtag', 'domain']",True
